,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
1254,1255,1,0,0.456,0.544,Mysaria,Mistress of whisperers,0,Lysene,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
1255,1256,1,1,0.591,0.409,Myrielle Lannister,,0,,,,,,,House Lannister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0702341137123745,1
1256,1257,1,1,0.998,0.002,Noho Dimittis,,1,Braavosi,,,,,,Iron Bank of Braavos,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1
1257,1258,1,1,0.998,0.002,Norne Goodbrother,Shatterstone,0,Ironborn,,,,,,House Goodbrother of Shatterstone,,0,1,1,1,1,,,,,0,1,,0,0,0,0.020066889632107,1
1258,1259,1,1,0.736,0.264,Norbert Vance,Lord of Atranta,1,,,,,,,House Vance of Atranta,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628,1
1259,1260,1,1,0.72,0.28,Nymella Toland,Ghost Hill,0,Dornish,,,,,,House Toland,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0434782608695652,1
1260,1261,1,1,0.797,0.203,Nysterica,Septa,0,,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428093,1
1261,1262,1,1,0.986,0.013999999999999999,Ollidor,Septon,1,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1
1262,1263,0,1,0.8959999999999999,0.10400000000000001,Ollo Lophand,,1,Tyroshi,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0367892976588628,0
1263,1264,1,0,0.401,0.599,Olyvar Frey,,1,,281.0,,,,,House Frey,,1,1,1,1,1,,,,,0,0,24.0,1,1,0,0.0836120401337792,1
1264,1265,1,1,0.968,0.032,Omer Blackberry,,0,,,,,,,House Blackberry,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581,1
1265,1266,1,1,0.893,0.107,Olymer Tyrell,Ser,1,,,,,,,House Tyrell,Lysa Meadows,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.130434782608695,1
1266,1267,1,0,0.37,0.63,Ondrew Locke,Lord of Oldcastle,1,Northmen,,,,,,House Locke,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628,1
1267,1268,0,1,0.983,0.017,Orbert Caswell,Lord Commander of the Night's Watch,1,,,0.0,,,,House Caswell,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0568561872909698,0
1268,1269,0,0,0.469,0.531,Ordello,Magister of Pentos,0,Pentoshi,,299.0,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214046,0
1269,1270,1,1,0.768,0.23199999999999998,Omer Florent,Maester,0,,,,,,,,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0702341137123745,1
1270,1271,1,1,0.992,0.008,Orland of Oldtown,,1,,,,,,,House Baratheon of King's Landing,,0,0,1,1,1,,,,,0,0,,0,0,0,0.00668896321070234,1
1271,1272,1,1,0.772,0.228,Ormond Yronwood,Yronwood,0,,,,,,,House Yronwood,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
1272,1273,0,1,0.971,0.028999999999999998,Orphan Oss,,0,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581,0
1273,1274,1,1,0.826,0.174,Osbert Serry,Lord of Southshield,0,,,,,,,House Serry,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0267558528428093,1
1274,1275,1,1,0.7609999999999999,0.239,Osmund Frey,,0,,297.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,8.0,0,0,0,0.0501672240802675,1
1275,1276,1,1,0.759,0.24100000000000002,Oswell Kettleblack,,1,,,,,,,House Kettleblack,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0568561872909698,1
1276,1277,0,1,0.945,0.055,Ossifer Plumm,Lord,1,,,176.0,,,,House Plumm,Elaena Targaryen,0,0,1,1,1,,,,0.0,1,1,,0,0,0,0.0869565217391304,0
1277,1278,1,0,0.044000000000000004,0.956,Otho Bracken,Ser,1,,,,,,,House Bracken,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093,1
1278,1279,0,0,0.212,0.7879999999999999,Ottyn Wythers,Ser,0,,230.0,299.0,,,,House Wythers,,0,1,1,0,0,,,,,0,1,69.0,0,0,0,0.0434782608695652,0
1279,1280,0,1,0.746,0.254,Owen Norrey,,0,Northern mountain clans,,299.0,,,,House Norrey,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0301003344481605,0
1280,1281,0,1,0.7979999999999999,0.20199999999999999,Pate of the Blue Fork,Ser,1,,,299.0,,,,House Frey,Amerei Frey,0,1,1,1,0,,,,1.0,1,1,,0,0,0,0.170568561872909,0
1281,1282,1,1,0.789,0.21100000000000002,Patrek Mallister,,1,,,,,,,House Mallister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769230769,1
1282,1283,1,1,0.805,0.195,Patrek Vance,,0,,264.0,,,,,House Vance,,0,1,1,1,0,,,,,0,0,41.0,0,0,0,0.103678929765886,1
1283,1284,1,1,0.75,0.25,Perriane Frey,,0,,241.0,,,,,House Haigh,Leslyn Haigh,0,1,1,1,1,,,,1.0,1,0,64.0,0,0,0,0.0735785953177257,1
1284,1285,1,1,0.747,0.253,Perra Frey,,0,,294.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.10033444816053501,1
1285,1286,1,1,0.581,0.419,Perwyn Frey,Ser,1,,269.0,,,,,House Frey,,1,1,1,1,1,,,,,0,1,36.0,0,0,0,0.0836120401337792,1
1286,1287,1,0,0.15,0.85,Philip Foote,Ser,1,,,,,,,House Foote,,0,1,1,0,1,,,,,0,1,,0,0,0,0.0501672240802675,1
1287,1288,1,0,0.47700000000000004,0.523,Philip Plumm,Lord,1,,,,,,,House Plumm,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1288,1289,1,1,0.7959999999999999,0.204,Pono,KhalKo (formerly),0,Dothraki,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.060200668896321,1
1289,1290,1,1,0.986,0.013999999999999999,Qarro Volentin,First Sword of Braavos,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1
1290,1291,0,0,0.496,0.504,Qarlton Chelsted,Master of Coin,1,,,283.0,,,,House Chelsted,,0,0,1,1,0,,,,,0,1,,0,0,1,0.357859531772575,0
1291,1292,0,1,0.601,0.39899999999999997,Lord Commander Qorgyle,Lord Commander of the Night's Watch,1,,,288.0,,,,House Qorgyle,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0668896321070234,0
1292,1293,1,0,0.3,0.7,Quent,,1,northmen,,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1
1293,1294,1,1,0.9470000000000001,0.053,Quenten Banefort,Banefort,1,,,,,,,House Banefort,,1,0,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581,1
1294,1295,1,1,0.987,0.013000000000000001,Quenton Hightower,Hightower,1,,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
1295,1296,0,0,0.172,0.828,Quentyn Ball,Ser,1,,,196.0,,,,House Ball,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0668896321070234,0
1296,1297,1,1,0.7859999999999999,0.214,Quentyn Qorgyle,Sandstone,0,,,,,,,House Qorgyle,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712374581,1
1297,1298,1,1,0.5539999999999999,0.446,Quincy Cox,Serthe Knight of Saltpans,1,,,,,,,House Cox,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0334448160535117,1
1298,1299,1,1,0.998,0.002,Ragwyle,,0,Free folk,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1
1299,1300,0,1,0.966,0.034,Ralf Kenning,CastellanCommander,1,Ironborn,,300.0,,,,House Kenning of Harlaw,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0468227424749163,0
1300,1301,0,1,0.998,0.002,Raymun Redbeard,King-Beyond-the-Wall,1,free folk,,226.0,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,0
1301,1302,1,1,0.96,0.04,Raynard,Septon,1,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.020066889632107,1
1302,1303,0,1,0.738,0.262,Raynald Westerling,Ser,1,,,299.0,,,,House Westerling,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0702341137123745,0
1303,1304,0,1,0.795,0.205,Red Alyn of the Rosewood,,1,,,300.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
1304,1305,1,1,0.98,0.02,Raynard Ruttiger,Ser,0,,,,,,,House Ruttiger,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107,1
1305,1306,1,1,0.524,0.47600000000000003,Raymund Frey,Ser,1,,264.0,,,,,House Frey,Beony Beesbury,0,1,1,1,1,,,,1.0,1,1,41.0,0,0,0,0.177257525083612,1
1306,1307,1,1,0.9520000000000001,0.048,Regenard Estren,Wyndhall,0,,,,,,,House Estren,,1,0,1,1,1,,,,,0,1,,0,0,0,0.020066889632107,1
1307,1308,1,1,0.703,0.297,Renly Norcross,,1,,296.0,,,,,House Norcross,,0,1,1,1,0,,,,,0,0,9.0,0,0,0,0.0836120401337792,1
1308,1309,1,1,0.903,0.09699999999999999,Renfred Rykker,Duskendale,1,,,,,,,House Rykker,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712374581,1
1309,1310,0,1,0.535,0.465,Rhea Royce,Runestone,0,,,115.0,,,,House Royce,Daemon Targaryen,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.0936454849498327,0
1310,1311,1,1,0.985,0.015,Rennifer Longwaters,Chief Undergaoler,1,,,,,,,House Longwaters,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558,1
1311,1312,1,1,0.695,0.305,Rhea Florent,,0,,,,,,,House Florent,Leyton Hightower,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.107023411371237,1
1312,1313,1,0,0.485,0.515,Rhogoro,Khalakka,1,Dothraki,,,,,,,,1,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1
1313,1314,1,0,0.478,0.522,Rickard Ryswell,,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.040133779264214,1
1314,1315,0,0,0.415,0.585,Rickard Thorne,Ser,1,,,130.0,,,,House Thorne,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093,0
1315,1316,1,1,0.733,0.267,Rickard Wylde,,0,,295.0,,,,,House Wylde,,0,1,1,1,0,,,,,0,0,10.0,0,0,0,0.160535117056856,1
1316,1317,1,1,0.8170000000000001,0.183,Robert Frey,,0,,286.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,19.0,0,0,0,0.060200668896321,1
1317,1318,1,1,0.768,0.23199999999999998,Robert Flowers,Ser,1,,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.060200668896321,1
1318,1319,0,0,0.233,0.767,Robert Brax,Ser,0,,,299.0,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0,0,0.0468227424749163,0
1319,1320,1,1,0.6609999999999999,0.33899999999999997,Robin Hill,Lord Commander of the Night's Watch,1,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0568561872909698,1
1320,1321,0,1,0.6459999999999999,0.354,Robin Flint,Lord of Flint's Finger,0,,,299.0,,,,House Flint of Widow's Watch,,1,1,1,1,0,,,,,0,1,,0,0,0,0.0501672240802675,0
1321,1322,1,1,0.973,0.027000000000000003,Robin Moreland,Lord,1,,,,,,,House Moreland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0133779264214046,1
1322,1323,1,0,0.46,0.54,Robin Ryger,Ser,1,,237.0,,,,,House Ryger,,1,1,1,1,1,,,,,0,1,68.0,0,0,0,0.0735785953177257,1
1323,1324,1,1,0.759,0.24100000000000002,Rodrik Flint,Lord Commander of the Night's Watch,1,,,,,,,House Flint,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0635451505016722,1
1324,1325,1,1,0.5820000000000001,0.418,Rodrik Stark,King in the North,1,Northmen,,,,,,House Stark,,1,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214,1
1325,1326,1,1,0.8340000000000001,0.166,Rodrik Ryswell,Rills,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.040133779264214,1
1326,1327,1,1,0.784,0.21600000000000003,Roger Hogg,Ser,1,,,,,,,House Hogg,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093,1
1327,1328,1,0,0.409,0.591,Rodwell Stark,Winterfell,1,Northmen,,,,,,House Stark,Myriame Manderly,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.130434782608695,1
1328,1329,1,1,0.99,0.01,Rolland Longthorpe,Longsister,0,,,,,,,House Longthorpe,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558,1
1329,1330,1,1,0.659,0.341,Rolland Uffering,Ser,1,,,,,,,House Uffering,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.0234113712374581,1
1330,1331,1,1,0.6940000000000001,0.306,Ronel Rivers,,0,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0234113712374581,1
1331,1332,1,1,0.66,0.34,Ronald Connington,Knight of Griffin's Roost,1,,,,,,,House Connington,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0334448160535117,1
1332,1333,1,1,0.767,0.233,Ronald Vance,Ser,1,,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093,1
1333,1334,1,1,0.9440000000000001,0.055999999999999994,Roro Uhoris,Cobblecat,1,Tyroshi,,,,,,,,0,0,1,0,1,,,,,0,1,,0,0,0,0.020066889632107,1
1334,1335,1,1,0.98,0.02,Royce Coldwater,Coldwater Burn,0,,,,,,,House Coldwater,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
1335,1336,1,1,0.722,0.278,Rufus Leek,Ser,0,,,,,,,House Leek,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0267558528428093,1
1336,1337,1,1,0.9790000000000001,0.021,Rugen,Undergaoler,1,,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.0234113712374581,1
1337,1338,1,1,0.523,0.47700000000000004,Runcel Hightower,Lord Commander of the Night's Watch,1,,,,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0535117056856187,1
1338,1339,0,0,0.193,0.807,Rupert Brax,Ser,1,,,299.0,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779264214,0
1339,1340,1,1,0.968,0.032,Rycherd Crane,Ser,0,,,,,,,House Crane,Rylene Florent,0,1,1,1,0,,,,1.0,1,1,,0,0,0,0.0702341137123745,1
1340,1341,0,1,0.5870000000000001,0.413,Ryam Redwyne,Ser,1,,,105.0,,,,House Redwyne,,1,1,1,1,0,,,,,0,1,,0,0,1,0.364548494983277,0
1341,1342,1,1,0.7959999999999999,0.204,Ryam Florent,Ser,1,,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0635451505016722,1
1342,1343,1,1,0.518,0.48200000000000004,Ryger Rivers,,1,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,1,1,0,0.0234113712374581,1
1343,1344,1,1,0.745,0.255,Ryella Frey,,0,,294.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.13712374581939699,1
1344,1345,1,1,0.701,0.299,Ryella Royce,,0,,,,,,,House Royce,Arwood Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.140468227424749,1
1345,1346,1,1,0.83,0.17,Rylene Florent,,0,,,,,,,House Florent,Rycherd Crane,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0702341137123745,1
1346,1347,1,0,0.48200000000000004,0.518,Ryon Allyrion,Ser,1,Dornish,,,,,,House Allyrion,Ynys Yronwood,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.0535117056856187,1
1347,1348,0,0,0.001,0.9990000000000001,Saera Targaryen,Princess,1,Valyrian,61.0,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0702341137123745,0
1348,1349,1,1,0.675,0.325,Sallei Paege,,0,,,,,,,House Paege,Jammos Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0802675585284281,1
1349,1350,1,1,0.747,0.253,Sandor Frey,,0,,287.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,18.0,0,0,0,0.147157190635451,1
1350,1351,1,0,0.451,0.5489999999999999,Sarya Whent,Lady,0,,,,,,,House Whent,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0301003344481605,1
1351,1352,1,1,0.797,0.203,Sarra Frey,,0,,285.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.13712374581939699,1
1352,1353,0,1,0.937,0.063,Sawane Botley,Lordsport,1,Ironborn,,299.0,,,,House Botley,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0903010033444816,0
1353,1354,1,1,0.986,0.013999999999999999,Scolera,Septa,0,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1
1354,1355,1,1,0.92,0.08,Sebaston Farman,Fair Isle,1,Westerman,,,,,,House Farman,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107,1
1355,1356,1,0,0.364,0.636,Selwyn Tarth,,1,,245.0,,,,,House Tarth,,0,1,1,1,1,,,,,0,0,60.0,0,0,0,0.0635451505016722,1
1356,1357,1,1,0.976,0.024,Selmond Stackspear,Lord,0,,,,,,,House Stackspear,,0,0,1,1,1,,,,,0,1,,0,0,0,0.020066889632107,1
1357,1358,1,0,0.07400000000000001,0.9259999999999999,Serala,Duskendale,0,Myrish,,,,,,House Darklyn,Denys Darklyn,0,0,0,1,0,,,,1.0,1,1,,0,0,0,0.0434782608695652,1
1358,1359,1,1,0.711,0.289,Serwyn of the Mirror Shield,Ser,1,,,,,,,Kingsguard,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
1359,1360,1,1,0.7609999999999999,0.239,Serra Frey,,0,,285.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.13712374581939699,1
1360,1361,0,1,0.856,0.14400000000000002,Shella Whent,Harrenhal,0,Rivermen,,300.0,,,,House Whent,Walter Whent,1,1,1,1,1,,,,1.0,1,1,,1,1,0,0.0802675585284281,0
1361,1362,1,1,0.672,0.32799999999999996,Shierle Swyft,,0,,,,,,,House Swyft,Melwyn Sarsfield,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.0267558528428093,1
1362,1363,1,1,0.701,0.299,Shiera Crakehall,,0,,,,,,,House Crakehall,Damion Lannister,0,0,1,1,1,,,,1.0,1,0,,0,0,0,0.0668896321070234,1
1363,1364,1,1,0.823,0.177,Shirei Frey,,0,,292.0,,,,,House Frey,,0,1,1,1,1,,,,,0,0,13.0,0,0,0,0.0434782608695652,1
1364,1365,1,1,0.9279999999999999,0.07200000000000001,Simon Staunton,Ser,1,,,,,,,House Staunton,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.0167224080267558,1
1365,1366,1,1,0.937,0.063,Sigfryd Harlaw,Master of Harlaw Hall,1,Ironborn,,,,,,House Harlaw of Harlaw Hall,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722,1
1366,1367,0,1,0.973,0.027000000000000003,Lord Staunton,Rook's Rest,1,,,129.0,,,,House Staunton,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558,0
1367,1368,1,1,0.6779999999999999,0.322,Stannis Seaworth,,1,,289.0,,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0568561872909698,1
1368,1369,1,0,0.213,0.787,Steffon Seaworth,,1,,293.0,,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,12.0,0,0,0,0.0635451505016722,1
1369,1370,1,1,0.747,0.253,Steffon Frey,,0,,263.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,42.0,0,0,0,0.10033444816053501,1
1370,1371,1,1,0.805,0.195,Steffon Swyft,Ser,1,,,,,,,House Swyft,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1371,1372,0,0,0.276,0.7240000000000001,Steffon Darklyn,Ser,0,,,129.0,,,,House Darklyn,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0936454849498327,0
1372,1373,1,1,0.9890000000000001,0.011000000000000001,Steffon Stackspear,Ser,0,,,,,,,House Stackspear,,0,0,1,1,0,,,,,0,1,,0,0,0,0.020066889632107,1
1373,1374,1,0,0.434,0.5660000000000001,Sumner Crakehall,Crakehall,1,,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093,1
1374,1375,1,1,0.998,0.002,Sylas Flatnose,King of the Iron Islands,1,Ironborn,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1
1375,1376,1,1,0.848,0.152,Sybell Spicer,Crag,0,,,,,,,House Spicer,Gawen Westerling,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.0869565217391304,1
1376,1377,1,1,0.879,0.121,Symon Santagar,Ser,1,,,,,,,House Santagar,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558,1
1377,1378,1,0,0.42100000000000004,0.579,Sybelle Glover,Deepwood Motte,0,Northmen,,,,,,House Locke,Robett Glover,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0702341137123745,1
1378,1379,1,1,0.662,0.33799999999999997,Sylwa Paege,,0,,,,,,,House Paege,Whalen Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0802675585284281,1
1379,1380,1,1,0.687,0.313,Symon Hollard,Ser,1,,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0434782608695652,1
1380,1381,1,1,0.722,0.278,Symond Templeton,Ser,0,,,,,,,House Templeton,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1381,1382,0,1,0.6609999999999999,0.33899999999999997,Symond Frey,,1,,252.0,300.0,,,,House Frey,Betharios of Braavos,0,1,1,1,1,,,,1.0,1,0,48.0,0,0,0,0.20066889632107002,0
1382,1383,1,1,0.904,0.096,Tallad,Ser,1,,,,,,,House Baratheon of King's Landing,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0468227424749163,1
1383,1384,1,0,0.32299999999999995,0.677,Tanton Fossoway,Ser,0,,,,,,,House Fossoway of Cider Hall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581,1
1384,1385,1,1,0.963,0.037000000000000005,Ternesio Terys,Captain,1,Braavosi,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0234113712374581,1
1385,1386,1,1,0.985,0.015,Terrence Kenning,Kayce,0,,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0167224080267558,1
1386,1387,1,1,0.95,0.05,Theodan Wells,Ser,0,Northmen,,,,,,House Wells,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558,1
1387,1388,0,0,0.183,0.8170000000000001,Terrence Toyne,Ser,1,,,178.0,,,,House Toyne,,0,0,1,1,1,,,,,0,1,,0,0,0,0.040133779264214,0
1388,1389,1,1,0.9279999999999999,0.07200000000000001,Theodore Tyrell,Ser,1,,,,,,,House Tyrell,Lia Serry,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.13712374581939699,1
1389,1390,1,1,0.951,0.049,Theomar Smallwood,Acorn Hall,1,,,,,,,House Smallwood,Ravella Swann,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.0434782608695652,1
1390,1391,1,0,0.222,0.778,Theomore Harlaw,Lord of the Ten TowersLord Harlaw of HarlawHarlaw of Harlaw,1,,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0535117056856187,1
1391,1392,1,1,0.983,0.017,Tim Tangletongue,,0,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1
1392,1393,1,1,0.9940000000000001,0.006,Three-Tooth,Ten Towers,0,Ironborn,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1
1393,1394,1,1,0.835,0.165,Titus Peake,Starpike,1,,,,,,,House Peake,Margot Lannister,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.020066889632107,1
1394,1395,0,1,0.584,0.41600000000000004,Tion Frey,,1,,279.0,299.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.120401337792642,0
1395,1396,1,0,0.073,0.927,Todder,,1,,,,,,,Night's Watch,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0367892976588628,1
1396,1397,0,0,0.209,0.7909999999999999,Tomard,,1,northmen,249.0,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,49.0,0,0,0,0.0635451505016722,0
1397,1398,1,1,0.988,0.012,Tommen Costayne,Three Towers,0,,,,,,,House Costayne,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
1398,1399,1,1,0.981,0.019,Torbert,Septon,1,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1
1399,1400,1,1,0.9690000000000001,0.031,Torren Liddle,The LiddleLord Liddle,0,Northern mountain clans,,,,,,House Liddle,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107,1
1400,1401,0,1,0.762,0.23800000000000002,Torwynd,,1,Free Folk,,300.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428093,0
1401,1402,1,1,0.9690000000000001,0.031,Trebor Jordayne,Lord of the Tor,0,,,,,,,House Jordayne,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558,1
1402,1403,1,1,0.982,0.018000000000000002,Tremond Gargalen,Salt Shore,0,Dornish,,,,,,House Gargalen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581,1
1403,1404,1,1,0.7390000000000001,0.261,Tristan Mudd,Lord Commander of the Night's Watch,1,,,,,,,House Mudd,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0535117056856187,1
1404,1405,1,0,0.431,0.569,Triston of Tally Hill,Ser,0,,,,,,,House Sunglass,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1405,1406,1,1,0.998,0.002,Triston Farwynd,Sealskin Point,0,Ironborn,,,,,,House Farwynd,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0133779264214046,1
1406,1407,1,1,0.6709999999999999,0.32899999999999996,Triston Sunderland,Three Sisters,1,,,,,,,House Sunderland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1407,1408,1,1,0.884,0.11599999999999999,Tybolt Hetherspoon,Ser,1,,,,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0100334448160535,1
